name,type1,type2,abilities,attack,defense,hp,sp_attack,sp_defense,speed,generation,pokedex_number,2016-11,2016-12,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08,2022-09,2022-10,2022-11,2022-12,2023-01,2023-02,2023-03,2023-04,2023-05,2023-06
Minun,electric,,"['Minus', 'Volt Absorb']",40,50,60,75,85,95,3,312,0.00023,,0.01623,0.01592,0.01833,0.02058,0.01085,0.01209,0.01342,0.01308,0.01114,0.01276,0.01612,0.01112,0.01601,0.01798,0.01459,0.0147,0.01966,0.01231,0.01348,0.01247,0.01391,0.01131,0.01535,0.0129,0.00933,0.01101,0.01688,0.0181,0.01239,0.01147,0.01445,0.01538,0.01282,0.01952,0.02201,0.01433,0.03034,0.03068,0.05946,0.01272,0.01343,0.01488,0.01262,0.02101,0.0186,0.02019,0.01939,0.01108,0.00795,0.02532,0.021,0.02003,0.01201,0.01416,0.02143,0.02076,0.00837,0.01438,0.05346,0.01348,0.01631,0.0316,0.01054,0.00914,0.00567,0.01005,0.00337,0.01109,0.00622,0.01422,0.01118,0.0362,0.01132,0.02132,0.01129,0.01012,0.01482
Volbeat,bug,,"['Illuminate', 'Swarm', 'Prankster']",73,75,65,47,85,85,3,313,0.02156,,0.14237,0.12606,0.14062,0.25788,0.02601,0.0285,0.02321,0.02299,0.03229,0.02787,0.02891,0.02823,0.02696,0.03391,0.04139,0.04199,0.02943,0.03101,0.03996,0.03865,0.04524,0.04747,0.05172,0.03766,0.04167,0.03912,0.04326,0.03104,0.03602,0.03183,0.03263,0.03448,0.03995,0.04849,0.06612,0.04776,0.03137,0.03797,0.07917,0.05932,0.04861,0.02532,0.03245,0.04115,0.02347,0.03862,0.02427,0.02504,0.04018,0.05127,0.04185,0.03073,0.06668,0.01953,0.05083,0.06178,0.05416,0.03167,0.02005,0.03371,0.03649,0.07823,0.03758,0.03091,0.01623,0.0261,0.03234,0.06481,0.16349,0.12973,0.21348,0.12013,0.02431,0.03572,0.03624,0.04075,0.02656
Illumise,bug,,"['Oblivious', 'Tinted Lens', 'Prankster']",47,75,65,73,85,85,3,314,0.00188,,0.02673,0.03603,0.0187,0.01236,0.01455,0.02401,0.02496,0.01531,0.01706,0.02568,0.03164,0.0214,0.03316,0.02609,0.03062,0.04964,0.02592,0.0353,0.03491,0.03111,0.04054,0.05505,0.05108,0.04147,0.03327,0.02856,0.04345,0.04055,0.03556,0.04274,0.03433,0.03554,0.04319,0.04371,0.03093,0.0572,0.03546,0.02565,0.03075,0.03144,0.01769,0.01122,0.01949,0.01388,0.06619,0.03243,0.0296,0.01382,0.02501,0.03071,0.01718,0.02752,0.05763,0.05828,0.01936,0.08801,0.01692,0.02545,0.03676,0.0158,0.03091,0.03636,0.02625,0.02993,0.01251,0.03351,0.0982,0.06576,0.06883,0.08532,0.0183,0.0303,0.00733,0.06757,0.0394,0.04704,0.04601
Roselia,grass,poison,"['Natural Cure', 'Poison Point', 'Leaf Guard']",60,45,50,100,80,65,3,315,0.01246,0.01238,0.01144,0.01643,0.00644,0.00954,0.00636,0.01738,0.01915,0.01608,0.01498,0.01092,0.00822,0.0142,0.01596,0.01093,0.01343,0.01568,0.015,0.00986,0.00757,0.01218,0.01,0.0166,0.01037,0.0077,0.01109,0.00859,0.0129,0.01399,0.00999,0.00968,0.01342,0.01349,0.01239,0.01451,0.01142,0.01844,0.02699,0.01165,0.01223,0.01418,0.01749,0.00833,0.00958,0.0172,0.01552,0.00575,0.01199,0.01163,0.02024,0.00758,0.02408,0.01789,0.01863,0.01367,0.00325,0.00996,0.00338,0.01749,0.00982,0.00358,0.01395,0.00838,0.00477,0.0208,0.00723,0.00741,0.00809,0.00516,0.01358,0.00722,0.00762,0.01314,0.00633,0.00526,0.0042,0.02926,0.00494
Gulpin,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",43,53,70,43,53,40,3,316,,,0.0008,0.00141,0.00176,0.00172,0.00136,0.002,0.00097,0.00033,0.00112,0.00117,0.00118,0.00061,0.00089,0.00122,0.00257,0.00074,0.00084,0.00063,0.00161,0.00104,0.00045,0.00067,0.00059,0.0006,0.00028,0.00195,0.00124,0.00163,0.00058,0.00083,0.00062,0.00287,0.00167,0.00251,0.00135,0.00322,0.00372,0.00059,0.0011,0.00073,0.00062,,0.00045,0.0016,0.00128,0.00015,,0.00082,0.00014,,0.00132,0.00107,0.00017,0.00619,0.00281,0.001,0.00303,0.00117,0.0023,,0.00043,0.00152,0.0006,0.00097,0.00254,0.00035,0.00236,0.00038,,0.00022,0.00203,0.00054,,0.00222,0.00158,0.0052,0.00031
Swalot,poison,,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",73,83,100,73,83,55,3,317,0.00108,,0.02467,0.02492,0.02133,0.02195,0.0237,0.02757,0.02224,0.04419,0.0343,0.03291,0.03223,0.03154,0.02866,0.03417,0.02436,0.02583,0.02633,0.02278,0.02934,0.02504,0.03026,0.02839,0.02617,0.02672,0.02379,0.02057,0.0248,0.03254,0.02538,0.03465,0.02987,0.02182,0.03317,0.04154,0.03903,0.04443,0.05818,0.06614,0.05088,0.03825,0.03154,0.02566,0.03594,0.03489,0.02771,0.02624,0.02575,0.05062,0.04539,0.05295,0.02893,0.03073,0.02925,0.02605,0.04788,0.05513,0.03919,0.02526,0.03634,0.03076,0.03606,0.0356,0.02804,0.01477,0.00645,0.01711,0.02948,0.07169,0.05016,0.04397,0.04143,0.01287,0.03197,0.02326,0.0302,0.06044,0.03706
Carvanha,water,dark,"['Rough Skin', 'Speed Boost']",90,20,45,65,20,65,3,318,0.00046,0.00088,0.00216,0.0042,0.00424,0.00247,0.00325,0.00176,0.00285,0.00351,0.00264,0.00205,0.00226,0.00377,0.00197,0.00218,0.00241,0.00252,0.00402,0.00219,0.00137,0.03342,0.02134,0.01131,0.00386,0.00683,0.00511,0.00457,0.0025,0.00258,0.00587,0.00551,0.00338,0.00549,0.00818,0.00509,0.0027,0.003,0.00428,0.00176,0.0028,0.00251,0.00198,0.00378,0.00439,0.00123,0.00257,0.00015,0.00207,0.00383,0.00145,0.00129,0.00279,0.0081,0.00418,0.00114,0.00458,0.00116,0.00802,0.00427,0.00042,,0.00837,,0.0004,0.00272,0.00352,0.00053,0.00387,0.00956,0.00999,0.00416,0.0089,0.00295,0.00067,0.0072,0.0042,,0.00031
Sharpedo,water,dark,"['Rough Skin', 'Speed Boost']",140,70,70,110,65,105,3,319,0.0752,0.10792,0.19034,0.16719,0.19211,0.18348,0.21788,0.20381,0.21986,0.21322,0.20122,0.17794,0.20579,0.22722,0.21551,0.19512,0.20806,0.23132,0.20587,0.21066,0.21973,0.24363,0.20262,0.20874,0.23298,0.21277,0.1933,0.18535,0.18624,0.1827,0.17975,0.23142,0.23293,0.21156,0.18248,0.18352,0.25536,0.32932,0.32002,0.29187,0.26918,0.24197,0.29018,0.30057,0.27919,0.25368,0.20717,0.24912,0.24599,0.22138,0.20107,0.21461,0.23438,0.20901,0.25052,0.27105,0.19639,0.23282,0.21378,0.2141,0.30344,0.26037,0.15047,0.27886,0.20303,0.18894,0.25026,0.22504,0.24676,0.24547,0.18593,0.16757,0.33725,0.21076,0.23079,0.43172,0.1715,0.20209,0.24521
Wailmer,water,,"['Water Veil', 'Oblivious', 'Pressure']",70,35,130,70,35,60,3,320,0.00046,0.00119,0.00225,0.00248,0.00252,0.00163,0.00214,0.0015,0.00274,0.00161,0.00228,0.00252,0.00243,0.00193,0.00309,0.00249,0.00161,0.00144,0.00529,0.00427,0.00466,0.00474,0.00176,0.00384,0.00489,0.00329,0.00183,0.00487,0.00324,0.00401,0.00344,0.00226,0.00493,0.0028,0.00322,0.00501,0.00685,0.00411,0.00856,0.00193,0.00153,0.003,0.00364,0.00111,0.00248,0.00184,0.00154,0.00369,0.00192,0.00055,0.00217,0.00129,0.00455,0.00107,0.00575,0.00081,0.00103,0.00432,0.00143,0.00175,0.00397,0.00063,0.00193,0.00114,0.00318,0.00039,0.00176,0.00282,0.00438,0.00956,0.00981,0.00088,0.00051,0.00107,0.00133,0.00388,0.00053,0.00465,0.00093
Wailord,water,,"['Water Veil', 'Oblivious', 'Pressure']",90,45,170,90,45,60,3,321,0.03168,0.04919,0.08553,0.08364,0.08903,0.10408,0.08601,0.07461,0.08741,0.08337,0.07923,0.08332,0.07314,0.08583,0.10729,0.09109,0.09451,0.09472,0.08635,0.08265,0.07472,0.07943,0.07445,0.06905,0.07314,0.06974,0.07814,0.08531,0.089,0.07075,0.06926,0.06451,0.0768,0.08084,0.07503,0.10063,0.1527,0.13795,0.1722,0.15507,0.1021,0.07828,0.07869,0.10252,0.09734,0.06351,0.12828,0.11041,0.14475,0.10645,0.11506,0.08122,0.06006,0.09158,0.10063,0.11998,0.08039,0.13285,0.08925,0.05634,0.08145,0.06509,0.04637,0.09803,0.0525,0.09486,0.1308,0.0716,0.09028,0.06309,0.05223,0.07285,0.0704,0.048,0.05462,0.08363,0.06303,0.04786,0.09141
Numel,fire,ground,"['Oblivious', 'Simple', 'Own Tempo']",60,40,60,65,45,35,3,322,,,0.00305,0.00518,0.0026,0.00168,0.00289,0.00351,0.00447,0.00301,0.00556,0.00419,0.00844,0.01102,0.00625,0.00381,0.00291,0.00492,0.00413,0.00512,0.00341,0.0055,0.00614,0.00403,0.00537,0.00354,0.00459,0.00372,0.00439,0.0071,0.00564,0.00282,0.00404,0.00784,0.00494,0.0041,0.00727,0.005,0.0081,0.00159,0.00357,0.00357,0.00947,0.00222,0.00248,0.00369,0.00706,0.00339,0.0034,0.00096,0.00173,0.00154,0.00308,0.00214,0.0054,0.00472,0.00562,0.01046,0.00463,0.00583,0.0071,0.00442,0.00751,0.00114,0.00199,0.00078,0.00059,0.00688,0.00219,0.00382,0.00207,0.00459,0.0028,0.00054,0.00566,0.00332,,0.00027,0.00834
Camerupt,fire,ground,"['Magma Armor', 'Solid Rock', 'Anger Point']",120,100,70,145,105,20,3,323,0.00148,,0.0876,0.10758,0.0853,0.08686,0.09602,0.08015,0.08238,0.07408,0.05471,0.0505,0.04578,0.06144,0.05028,0.06249,0.04853,0.05472,0.06757,0.05789,0.05533,0.04557,0.04574,0.04509,0.04778,0.04196,0.03321,0.04102,0.03849,0.04267,0.03801,0.0394,0.05115,0.04439,0.04154,0.04792,0.10515,0.06275,0.08135,0.09908,0.07653,0.06621,0.06984,0.07031,0.09712,0.03231,0.03784,0.08741,0.05831,0.08538,0.0782,0.06644,0.05301,0.05336,0.05362,0.0604,0.0761,0.12006,0.0677,0.06936,0.05785,0.04845,0.05603,0.0512,0.02565,0.02896,0.02991,0.03263,0.06249,0.05487,0.05921,0.04397,0.06506,0.0673,0.09225,0.05234,0.04517,0.08313,0.12816
Torkoal,fire,,"['White Smoke', 'Drought', 'Shell Armor']",85,140,70,85,70,20,3,324,0.59747,0.85041,0.89656,0.76145,0.6933,0.97943,0.83758,0.65596,0.70237,0.76812,0.78708,0.69549,0.63559,0.8173,0.80245,0.78163,0.87546,0.82076,0.80501,0.77197,0.76488,0.79612,0.83389,0.89266,0.82274,0.82902,0.84312,0.78108,0.91925,1.03614,1.04381,1.1142,1.14772,1.49721,1.59548,1.43822,1.10593,1.28451,1.22663,1.32181,1.53907,1.49858,1.55476,1.43396,1.29431,1.43311,1.42208,1.42485,1.67291,1.46319,1.35022,1.3154,1.31875,1.22546,1.25088,1.4687,1.45988,1.69436,1.74303,1.76955,1.75631,1.79522,1.95338,1.87608,1.68407,1.83902,1.72447,1.84898,2.11726,1.61428,1.55135,1.93804,1.86618,1.41871,1.72708,1.43223,1.43873,1.54865,1.62009
Spoink,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",25,35,60,70,80,60,3,325,,,0.0007,0.00147,0.00026,0.00225,0.00045,0.00079,0.00081,0.00134,0.00094,0.00133,0.00125,0.00081,0.00145,0.00132,0.00141,0.00098,0.00216,0.00102,0.0013,0.00062,0.00102,0.00371,0.00103,0.00343,0.00428,0.0011,0.00107,0.00136,0.00098,0.00273,0.00099,0.00078,0.0011,0.00163,0.00498,0.00033,0.00316,0.00193,0.00493,0.00073,0.00167,0.00511,0.00248,0.00098,0.00077,,0.0003,0.00151,0.00043,0.00231,0.00029,0.00229,,0.00033,0.00236,,0.0155,0.05304,0.0119,0.00232,0.00086,0.00324,0.0002,,0.00196,0.01411,0.0059,,0.00453,0.01247,0.00203,,0.00466,0.00222,0.00315,0.00273,0.00371
Grumpig,psychic,,"['Thick Fat', 'Own Tempo', 'Gluttony']",45,65,80,90,110,80,3,326,0.00125,,0.01876,0.0301,0.02045,0.02861,0.03195,0.02456,0.02563,0.02933,0.02343,0.01909,0.02017,0.01986,0.03438,0.02832,0.02334,0.02495,0.03402,0.02304,0.0246,0.02279,0.02173,0.03223,0.02069,0.02237,0.02256,0.0194,0.02444,0.01931,0.01972,0.01723,0.0182,0.02772,0.01865,0.02229,0.0274,0.02843,0.02774,0.03596,0.08537,0.02666,0.04194,0.01855,0.02558,0.02211,0.0186,0.04894,0.03715,0.02449,0.02183,0.0239,0.03466,0.03777,0.03917,0.04444,0.02217,0.0558,0.02565,0.02817,0.02903,0.01432,0.03692,0.03902,0.02207,0.01108,0.01466,0.02187,0.04144,0.02543,0.03074,0.03085,0.04727,0.02574,0.00932,0.0216,0.02679,0.01641,0.04787
Spinda,normal,,"['Own Tempo', 'Tangled Feet', 'Contrary']",60,60,60,60,60,60,3,327,0.0091,0.01965,0.05304,0.05704,0.04384,0.07304,0.0476,0.04082,0.04352,0.04959,0.0426,0.03558,0.0405,0.04337,0.06668,0.06568,0.0588,0.05097,0.04165,0.03849,0.04815,0.04316,0.04372,0.03354,0.03621,0.03676,0.05493,0.04187,0.03207,0.03663,0.04216,0.04146,0.04594,0.04496,0.03922,0.04318,0.05439,0.05465,0.09345,0.08525,0.06897,0.09692,0.05121,0.04376,0.03831,0.04447,0.06144,0.0566,0.07371,0.05008,0.0743,0.04562,0.09825,0.06758,0.07573,0.08888,0.0696,0.08054,0.08943,0.10045,0.11966,0.07394,0.07384,0.07252,0.05329,0.0552,0.04849,0.08412,0.05845,0.05391,0.2095,0.11113,0.1474,0.09009,0.07993,0.1152,0.07433,0.10529,0.11426
Trapinch,ground,,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",100,45,45,45,45,10,3,328,0.01365,0.00812,0.0151,0.01773,0.00692,0.01042,0.00789,0.01552,0.00727,0.00523,0.00251,0.00305,0.00276,0.00399,0.00272,0.00137,0.00305,0.00324,0.00146,0.00189,0.00358,0.00293,0.00231,0.00491,0.00414,0.00408,0.00465,0.00255,0.00427,0.00321,0.00252,0.00213,0.0021,0.0051,0.00451,0.00463,0.00415,0.00889,0.00968,0.01836,0.00561,0.00827,0.00396,0.00111,0.00969,0.0016,0.00308,0.00516,0.00252,0.00164,0.00347,0.0009,0.00132,0.00443,0.00348,0.00163,0.00325,0.00731,0.0016,0.00194,0.00125,0.00716,0.00451,0.00171,0.00239,0.00019,0.00137,0.00071,0.00337,0.00344,0.00226,0.01925,0.01627,0.00188,0.00067,0.00138,0.00105,0.00328,0.0034
Vibrava,ground,dragon,['Levitate'],70,50,50,50,50,70,3,329,6e-05,0.00162,0.00211,0.00176,0.00205,0.00256,0.00114,0.00186,0.00198,0.00167,0.00183,0.0015,0.00144,0.00267,0.00086,0.00267,0.00205,0.00242,0.00103,0.00112,0.00062,0.0006,0.001,0.00123,0.00196,0.00114,0.00112,0.0012,0.00167,0.00169,0.00246,0.00161,0.00099,0.00207,0.00097,0.00327,0.00187,0.00133,0.0027,0.00411,0.00552,0.00608,0.00094,0.00067,0.0009,0.00123,0.00192,0.00015,0.00059,0.00041,0.00217,0.0045,0.00059,0.00046,0.00104,,0.00089,0.00116,0.00053,0.00097,0.00021,0.00274,0.0015,0.01504,0.00278,0.0035,0.00254,0.00018,0.00017,0.00038,0.00132,,0.00025,0.00027,0.00067,,,,0.00093
Flygon,ground,dragon,['Levitate'],100,80,80,80,80,100,3,330,2.39811,2.30103,0.87227,0.80505,0.76407,0.64171,0.56713,0.55587,0.56747,0.55451,0.54897,0.46791,0.46229,0.51438,0.56257,0.57496,0.55611,0.51615,0.52361,0.54717,0.61305,0.52037,0.5174,0.47161,0.49417,0.51043,0.50947,0.56255,0.60073,0.59612,0.50988,0.47858,0.49143,0.47958,0.5579,0.6111,0.90829,0.81114,0.86445,0.76916,0.77459,0.71578,0.80049,0.63967,0.77649,0.71864,0.66512,0.68589,0.6234,0.76525,0.79573,0.62904,0.66496,0.69522,0.6929,0.55333,0.57441,0.6254,0.60375,0.56906,0.53629,0.5416,0.59524,0.67974,0.41978,0.52774,0.4495,0.44796,0.49925,0.66988,0.52516,0.57294,0.65061,0.56738,0.52818,0.58236,0.87695,0.78813,0.8227
Cacnea,grass,,"['Sand Veil', 'Water Absorb']",85,40,50,85,40,35,3,331,6e-05,,0.00042,0.00299,0.00081,0.0019,0.00123,0.00196,0.00094,0.00139,0.00168,0.00131,0.00118,0.00149,0.00189,0.0021,0.00199,0.0025,0.00305,0.00102,0.00151,0.00047,0.00089,0.00213,0.00137,0.00158,0.00174,0.00167,0.00162,0.00459,0.00127,0.00141,0.00205,0.00173,0.0016,0.00171,0.00405,0.00155,0.00344,0.00386,0.00102,0.00049,0.00156,0.01755,0.00665,0.00418,0.00487,0.00442,0.01613,0.00711,0.00231,0.00064,0.00147,0.00092,0.00035,0.0026,0.00118,0.00232,0.00053,0.00194,0.00418,,0.0015,0.00171,0.00776,,0.00352,0.00141,0.00387,0.00019,0.00057,0.00109,0.00254,0.00027,,0.00748,0.00026,0.00191,0.00031
Cacturne,grass,dark,"['Sand Veil', 'Water Absorb']",115,60,70,115,60,55,3,332,0.00358,,0.11569,0.12177,0.11541,0.12965,0.14173,0.11277,0.11207,0.11309,0.11437,0.09926,0.10261,0.11695,0.1302,0.10112,0.11826,0.11579,0.11756,0.12174,0.10452,0.0997,0.11381,0.10185,0.11234,0.09967,0.09109,0.0915,0.09632,0.09634,0.10053,0.11082,0.1351,0.11358,0.11176,0.11707,0.1692,0.16749,0.17937,0.16094,0.08443,0.13152,0.10117,0.09186,0.13768,0.13906,0.10865,0.10687,0.11885,0.1386,0.11766,0.13969,0.10867,0.10779,0.16661,0.1934,0.15664,0.15295,0.08444,0.07635,0.13449,0.1304,0.08608,0.09727,0.09107,0.09136,0.10734,0.1067,0.10224,0.11107,0.18498,0.15423,0.1197,0.15203,0.09158,0.09028,0.12003,0.10693,0.05899
Swablu,normal,flying,"['Natural Cure', 'Cloud Nine']",40,60,45,40,75,50,3,333,,,0.0008,0.00265,0.00315,0.00212,0.00153,0.00062,0.00056,0.00078,0.00046,0.00071,0.00165,0.00345,0.0025,0.00161,0.00216,0.00136,0.00076,0.001,0.00111,0.0013,0.00052,0.00171,0.00299,0.00079,0.0022,0.00125,0.00086,0.00078,0.00042,0.00072,0.00081,0.0006,0.0009,0.00167,0.0028,0.00378,0.01694,0.00704,0.00255,,0.00052,0.00011,0.00169,0.00025,0.00064,0.00088,0.00252,0.00192,0.00029,0.00077,0.00059,0.00092,0.00087,0.00065,0.0031,0.00017,,0.00039,,0.00042,,0.0019,,,0.0002,0.00229,0.00051,0.00038,,0.00109,0.00025,0.00241,,0.00028,0.00053,0.00055,0.00556
Altaria,dragon,flying,"['Natural Cure', 'Cloud Nine']",110,110,75,110,105,80,3,334,0.00626,,0.09473,0.11365,0.10659,0.12073,0.11439,0.10893,0.09863,0.07558,0.05248,0.04519,0.05014,0.05054,0.05003,0.06008,0.05935,0.05831,0.05964,0.05934,0.06093,0.06279,0.06164,0.06487,0.06235,0.05205,0.04514,0.05842,0.04965,0.05694,0.04844,0.0528,0.05512,0.05244,0.05075,0.08878,0.12654,0.08597,0.12566,0.10503,0.09488,0.06386,0.06869,0.07797,0.09205,0.07616,0.08954,0.09567,0.09369,0.15078,0.16406,0.12979,0.06726,0.11177,0.10376,0.08188,0.11704,0.07822,0.06111,0.05829,0.13157,0.08447,0.05989,0.07595,0.07835,0.076,0.06765,0.08465,0.05693,0.10266,0.07958,0.11179,0.10572,0.12388,0.10057,0.054,0.13342,0.102,0.06454
Zangoose,normal,,"['Immunity', 'Toxic Boost']",115,60,73,60,60,90,3,335,0.00529,,0.16703,0.14523,0.14768,0.1716,0.17466,0.15164,0.18725,0.16725,0.16438,0.15297,0.15499,0.16169,0.15652,0.16006,0.18605,0.18297,0.18615,0.18908,0.16677,0.17846,0.16898,0.19065,0.18391,0.19022,0.16086,0.15489,0.16836,0.17893,0.14535,0.19836,0.16913,0.19644,0.18508,0.19586,0.28712,0.25701,0.28753,0.1876,0.19333,0.20583,0.23148,0.21993,0.26071,0.20945,0.26258,0.21035,0.26656,0.25654,0.30153,0.29454,0.24084,0.33408,0.2897,0.29758,0.26999,0.32715,0.35969,0.24985,0.28945,0.23425,0.27948,0.28019,0.25334,0.24628,0.29504,0.24849,0.24306,0.2101,0.18819,0.22883,0.25135,0.23221,0.29773,0.26889,0.22324,0.28058,0.22143
Seviper,poison,,"['Shed Skin', 'Infiltrator']",100,60,73,100,60,65,3,336,0.00154,,0.03226,0.03474,0.03498,0.04363,0.0463,0.03758,0.03915,0.0541,0.05466,0.04902,0.04295,0.05008,0.0398,0.03814,0.06868,0.06442,0.05713,0.04548,0.04041,0.04786,0.04154,0.04202,0.04856,0.04027,0.05676,0.04227,0.04433,0.03694,0.04882,0.04561,0.07512,0.05855,0.04965,0.04625,0.08284,0.09374,0.1076,0.08248,0.08452,0.05867,0.07629,0.07786,0.08123,0.09766,0.11571,0.07886,0.09176,0.07826,0.0902,0.08224,0.06241,0.08058,0.07695,0.09833,0.06975,0.04683,0.06859,0.08063,0.09627,0.05119,0.0425,0.02703,0.03798,0.04199,0.07097,0.04286,0.08658,0.03938,0.02979,0.03019,0.09073,0.13326,0.10124,0.04791,0.0436,0.08614,0.05096
Lunatone,rock,psychic,['Levitate'],55,65,90,95,85,70,3,337,0.00188,,0.02921,0.02366,0.02415,0.0219,0.01809,0.02122,0.02157,0.02477,0.0165,0.01982,0.02139,0.02564,0.0186,0.01575,0.01439,0.02118,0.01805,0.01969,0.0141,0.02053,0.0238,0.01758,0.01384,0.01728,0.01831,0.01985,0.02156,0.02104,0.02088,0.02401,0.01924,0.04289,0.05728,0.06019,0.04131,0.03277,0.03304,0.04141,0.04893,0.03282,0.01759,0.01977,0.02535,0.02101,0.02206,0.05469,0.06527,0.05035,0.01185,0.05423,0.21529,0.07232,0.05397,0.03907,0.05453,0.01893,0.05291,0.03419,0.01733,0.05287,0.01138,0.01047,0.01829,0.01808,0.02503,0.02399,0.01398,0.01491,0.01886,0.01028,0.01296,0.01823,0.00866,0.00942,0.00604,0.01778,0.02687
Solrock,rock,psychic,['Levitate'],95,85,90,55,65,70,3,338,0.0037,,0.05327,0.03327,0.03571,0.03144,0.02987,0.02418,0.02397,0.02555,0.02724,0.01961,0.02663,0.0285,0.02877,0.02632,0.02724,0.02618,0.02808,0.01532,0.01929,0.01854,0.02042,0.01588,0.01901,0.02062,0.02503,0.01872,0.02351,0.01882,0.01626,0.01714,0.01835,0.03075,0.02603,0.04454,0.02585,0.02966,0.04086,0.0575,0.03066,0.03833,0.02456,0.02821,0.03019,0.02543,0.04579,0.02609,0.03789,0.02791,0.01792,0.02197,0.01278,0.01422,0.01967,0.02784,0.02778,0.03554,0.02013,0.01943,0.03133,0.01938,0.00429,0.01447,0.01869,0.04374,0.03558,0.04215,0.05019,0.01874,0.01188,0.01991,0.01144,0.04156,0.03763,0.02492,0.01471,0.01613,0.01791
Barboach,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",48,43,50,46,41,60,3,339,0.00011,0.00015,0.00042,0.00058,0.00146,0.00044,0.0025,0.00055,0.00083,0.00011,0.00043,0.00043,0.00059,0.00083,0.00014,0.00067,0.0005,0.0008,0.0007,0.00087,0.00123,0.00021,0.00063,0.00075,0.0007,0.00057,0.00022,0.00072,0.00067,0.00073,0.00083,0.00049,0.00032,0.0006,0.00065,0.0008,0.00021,0.00067,0.00158,0.0005,0.00059,0.00113,0.00031,0.00122,0.00135,0.00074,0.0059,0.00118,0.00089,0.00041,0.00087,0.00026,0.00029,0.00015,,0.00033,0.0003,0.00033,0.00143,0.00097,0.00021,,0.00064,0.00019,,0.00156,,0.00018,0.00034,0.00115,0.00019,0.00044,0.00025,0.0008,,,,0.00082,
Whiscash,water,ground,"['Oblivious', 'Anticipation', 'Hydration']",78,73,110,76,71,60,3,340,0.04545,0.09902,0.05416,0.04349,0.05719,0.04478,0.0375,0.04609,0.04245,0.03924,0.05034,0.03548,0.02844,0.03967,0.05993,0.04467,0.03521,0.04454,0.0406,0.03373,0.03743,0.04799,0.04498,0.04685,0.04322,0.04653,0.0431,0.0397,0.04416,0.04011,0.03516,0.04312,0.04688,0.0518,0.05042,0.05039,0.08792,0.0923,0.09243,0.05155,0.05029,0.04335,0.04829,0.05487,0.03797,0.05196,0.03156,0.05071,0.07178,0.04926,0.05464,0.04523,0.06946,0.07415,0.0531,0.06284,0.06679,0.05513,0.05238,0.04993,0.06871,0.07099,0.02941,0.03502,0.0517,0.02449,0.02385,0.04497,0.01819,0.06519,0.04262,0.04813,0.0554,0.05979,0.01532,0.08861,0.03152,0.04047,0.04324
Corphish,water,,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",80,65,43,50,35,35,3,341,0.00011,,0.00652,0.00803,0.00864,0.0079,0.00688,0.00718,0.01098,0.00896,0.00713,0.00552,0.00641,0.00908,0.00717,0.00643,0.00529,0.00834,0.01416,0.00624,0.00728,0.00459,0.00863,0.00667,0.00598,0.00424,0.00617,0.00444,0.00577,0.00526,0.00612,0.00876,0.00577,0.0067,0.00898,0.00756,0.00955,0.00977,0.01722,0.01593,0.02098,0.01872,0.01436,0.0361,0.01634,0.01904,0.05554,0.03228,0.02664,0.01779,0.01402,0.00887,0.01028,0.00948,0.00888,0.01172,0.01611,0.00963,0.01782,0.01574,0.00752,0.01138,0.00558,0.01028,0.00577,0.00136,0.00919,0.01869,0.00994,0.00421,0.00943,0.00875,0.0094,0.00536,0.01266,0.00665,0.01287,0.00602,0.01081
Crawdaunt,water,dark,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",120,85,63,90,55,55,3,342,0.02895,,0.45651,0.48659,0.9972,0.92207,0.83728,0.66523,1.00241,1.0351,0.88695,1.12813,0.99336,0.95095,0.81165,0.7929,0.82593,0.80766,0.76427,1.43309,1.51842,1.27315,1.21493,1.26413,1.50842,1.1706,1.10275,1.05274,1.14012,1.13339,1.71105,1.31286,1.34038,1.23639,1.305,1.39125,1.43105,1.48866,1.37817,1.63808,1.72102,1.50506,1.57329,1.5979,1.57687,1.56308,1.781,1.73558,1.44024,1.62505,1.46499,1.34085,1.56591,1.5733,1.66854,1.39153,1.60588,1.62262,1.466,1.70525,1.54016,1.63786,1.75267,1.7455,1.74075,1.91366,1.66014,1.91,1.96988,1.74964,1.65543,1.84134,1.75003,2.18424,1.94588,2.05391,1.81667,1.98237,2.15867
